"","Date","DateCor","Position","Tank","Enclosure","Treatment","PredT","Density","Density.at.t.1","TotalTadMass","AvgTadMass","ChlAConcentration","TankChl","Salinity","Temp","pH","DO.","Collected.Volume..mL.","Copepoda","Diplostraca","Ostracoda","TotalZoop","Other","Detritious.Load","Leaf.Conent","CopepodPerLiter","DiploPerLiter","OstracodPerLiter","ZoopPerLiter","TotalCrust","Mass","FrogDensity","CumFrogMass","CumFrogDen","TotalAnuranMass","AvgAnuranMass","time"
"189",2024-11-16,2024-11-16,"6_A","6","A","5","0",9,NA,3.2735,0.363722222222222,0.42,0.51,5.04,15.3,6.73,56.4,4105,68,0,74,144,2,"High","Low",16.5651644336175,0,18.026796589525,35.0791717417783,34.5919610231425,0,0,0,0,3.2735,0.363722222222222,9
"190",2024-07-23,2024-07-23,"6_B","6","B","5","1",43,74,3.7992,0.088353488372093,0.7632,NA,4.93,28.4,6.28,1,2965,532,0,0,532,12,"Null","Null",179.426644182125,0,0,179.426644182125,179.426644182125,0,0,0,0,3.7992,0.088353488372093,1
"191",2024-08-03,2024-08-03,"6_B","6","B","5","1",30,43,4.3415,0.144716666666667,4.06,7.88,5.12,28.5,4.67,23.8,3915,308,2,0,314,4,"Low","Low",78.6717752234994,0.510855683269476,0,80.2043422733078,79.1826309067688,0,0,0,0,4.3415,0.144716666666667,2
"192",2024-08-17,2024-08-17,"6_B","6","B","5","1",27,30,5.6463,0.209122222222222,3.75,3.55,5.05,26.2,6.28,49.1,3890,180,1,0,191,10,"Med","Low",46.2724935732648,0.25706940874036,0,49.1002570694087,46.5295629820051,0,0,0,0,5.6463,0.209122222222222,3
"193",2024-08-31,2024-08-31,"6_B","6","B","5","1",25,27,5.584,0.22336,2.66,3.7,5.11,28,6.48,55.9,3830,86,0,0,93,7,"Low","High",22.4543080939948,0,0,24.2819843342037,22.4543080939948,0,0,0,0,5.584,0.22336,4
"194",2024-09-14,2024-09-14,"6_B","6","B","5","1",24,25,7.5356,0.313983333333333,7.95,8.05,5.11,24.2,6.61,57.2,3915,71,0,0,79,8,"Med","Low",18.1353767560664,0,0,20.1787994891443,18.1353767560664,0,0,0,0,7.5356,0.313983333333333,5
"195",2024-09-28,2024-09-28,"6_B","6","B","5","1",21,NA,6.1594,0.293304761904762,3.89,4.77,4.37,25.2,6.39,34.3,4080,357,0,3,368,8,"Low","Low",87.5,0,0.735294117647059,90.1960784313725,88.2352941176471,0,0,0,0,6.1594,0.293304761904762,6
"196",2024-10-12,2024-10-12,"6_B","6","B","5","1",21,NA,6.0458,0.287895238095238,1.17,0.73,5.18,17.4,6.5,46.2,3855,192,0,12,207,3,"Med","Low",49.8054474708171,0,3.11284046692607,53.6964980544747,52.9182879377432,0,0,0,0,6.0458,0.287895238095238,7
"197",2024-10-26,2024-10-26,"6_B","6","B","5","1",18,NA,4.6857,0.260316666666667,0.58,0.56,5,20.2,6.6,51,3860,169,0,31,202,2,"High","Med",43.7823834196891,0,8.03108808290155,52.3316062176166,51.8134715025907,0,0,0,0,4.6857,0.260316666666667,8
"198",2024-11-16,2024-11-16,"6_B","6","B","5","1",11,NA,2.8945,0.263136363636364,0.78,0.51,5.04,15.3,6.73,56.4,4105,68,0,74,144,2,"High","Low",16.5651644336175,0,18.026796589525,35.0791717417783,34.5919610231425,0,0,0,0,2.8945,0.263136363636364,9
"199",2024-07-23,2024-07-23,"6_C","6","C","5","0",5,5,1.8445,0.3689,4.21248,NA,4.93,28.4,6.28,1,2965,532,0,0,532,12,"Null","Null",179.426644182125,0,0,179.426644182125,179.426644182125,0,0,0,0,1.8445,0.3689,1
"200",2024-08-03,2024-08-03,"6_C","6","C","5","0",5,5,3.121,0.6242,1.82,7.88,5.12,28.5,4.67,23.8,3915,308,2,0,314,4,"Low","Low",78.6717752234994,0.510855683269476,0,80.2043422733078,79.1826309067688,0,0,0,0,3.121,0.6242,2
"201",2024-08-17,2024-08-17,"6_C","6","C","5","0",3,5,2.4724,0.824133333333333,3.64,3.55,5.05,26.2,6.28,49.1,3890,180,1,0,191,10,"Med","Low",46.2724935732648,0.25706940874036,0,49.1002570694087,46.5295629820051,0.3761,1,0.3761,1,2.8485,0.712125,3
"202",2024-08-31,2024-08-31,"6_C","6","C","5","0",1,3,1.0189,1.0189,2.96,3.7,5.11,28,6.48,55.9,3830,86,0,0,93,7,"Low","High",22.4543080939948,0,0,24.2819843342037,22.4543080939948,0.3761,1,0.3761,1,1.395,0.6975,4
"203",2024-09-14,2024-09-14,"6_C","6","C","5","0",0,NA,0,0,7.64,8.05,5.11,24.2,6.61,57.2,3915,71,0,0,79,8,"Med","Low",18.1353767560664,0,0,20.1787994891443,18.1353767560664,0.4477,1,1.7451,5,1.7451,1.7451,5
"204",2024-09-28,2024-09-28,"6_C","6","C","5","0",0,NA,0,0,4.99,4.77,4.37,25.2,6.39,34.3,4080,357,0,3,368,8,"Low","Low",87.5,0,0.735294117647059,90.1960784313725,88.2352941176471,0.4477,1,1.7451,5,1.7451,1.7451,6
"205",2024-10-12,2024-10-12,"6_C","6","C","5","0",0,NA,0,0,1.37,0.73,5.18,17.4,6.5,46.2,3855,192,0,12,207,3,"Med","Low",49.8054474708171,0,3.11284046692607,53.6964980544747,52.9182879377432,0.4477,1,1.7451,5,1.7451,1.7451,7
"206",2024-10-26,2024-10-26,"6_C","6","C","5","0",0,NA,0,0,1.52,0.56,5,20.2,6.6,51,3860,169,0,31,202,2,"High","Med",43.7823834196891,0,8.03108808290155,52.3316062176166,51.8134715025907,0.4477,1,1.7451,5,1.7451,1.7451,8
"207",2024-11-16,2024-11-16,"6_C","6","C","5","0",0,NA,0,0,0.85,0.51,5.04,15.3,6.73,56.4,4105,68,0,74,144,2,"High","Low",16.5651644336175,0,18.026796589525,35.0791717417783,34.5919610231425,0.4477,1,1.7451,5,1.7451,1.7451,9
"208",2024-07-23,2024-07-23,"6_D","6","D","5","1",13,36,2.2808,0.175446153846154,0.56688,NA,4.93,28.4,6.28,1,2965,532,0,0,532,12,"Null","Null",179.426644182125,0,0,179.426644182125,179.426644182125,0,0,0,0,2.2808,0.175446153846154,1
"209",2024-08-03,2024-08-03,"6_D","6","D","5","1",12,13,3.2738,0.272816666666667,5.07,7.88,5.12,28.5,4.67,23.8,3915,308,2,0,314,4,"Low","Low",78.6717752234994,0.510855683269476,0,80.2043422733078,79.1826309067688,0,0,0,0,3.2738,0.272816666666667,2
"210",2024-08-17,2024-08-17,"6_D","6","D","5","1",9,12,4.2925,0.476944444444445,3.33,3.55,5.05,26.2,6.28,49.1,3890,180,1,0,191,10,"Med","Low",46.2724935732648,0.25706940874036,0,49.1002570694087,46.5295629820051,0,0,0,0,4.2925,0.476944444444445,3
"211",2024-08-31,2024-08-31,"6_D","6","D","5","1",9,9,4.181,0.464555555555556,2.72,3.7,5.11,28,6.48,55.9,3830,86,0,0,93,7,"Low","High",22.4543080939948,0,0,24.2819843342037,22.4543080939948,0,0,0,0,4.181,0.464555555555556,4
"212",2024-09-14,2024-09-14,"6_D","6","D","5","1",9,9,5.2864,0.587377777777778,6.77,8.05,5.11,24.2,6.61,57.2,3915,71,0,0,79,8,"Med","Low",18.1353767560664,0,0,20.1787994891443,18.1353767560664,0,0,0,0,5.2864,0.587377777777778,5
"213",2024-09-28,2024-09-28,"6_D","6","D","5","1",6,NA,3.1916,0.531933333333333,5.05,4.77,4.37,25.2,6.39,34.3,4080,357,0,3,368,8,"Low","Low",87.5,0,0.735294117647059,90.1960784313725,88.2352941176471,0.4251,2,0.4251,2,3.6167,0.4520875,6
"214",2024-10-12,2024-10-12,"6_D","6","D","5","1",4,NA,2.2793,0.569825,0.81,0.73,5.18,17.4,6.5,46.2,3855,192,0,12,207,3,"Med","Low",49.8054474708171,0,3.11284046692607,53.6964980544747,52.9182879377432,0.2263,1,0.6514,3,2.9307,0.58614,7
"215",2024-10-26,2024-10-26,"6_D","6","D","5","1",3,NA,1.59,0.53,0.63,0.56,5,20.2,6.6,51,3860,169,0,31,202,2,"High","Med",43.7823834196891,0,8.03108808290155,52.3316062176166,51.8134715025907,0.2263,1,0.6514,3,2.2414,0.56035,8
"216",2024-11-16,2024-11-16,"6_D","6","D","5","1",3,NA,1.3249,0.441633333333333,0.44,0.51,5.04,15.3,6.73,56.4,4105,68,0,74,144,2,"High","Low",16.5651644336175,0,18.026796589525,35.0791717417783,34.5919610231425,0.2263,1,0.6514,3,1.9763,0.494075,9
"217",2024-07-23,2024-07-23,"7_A","7","A","3","1",16,49,1.047,0.0654375,0.16416,NA,2.88,28,6.27,2.2,3900,92,269,0,361,12,"Null","Null",23.5897435897436,68.974358974359,0,92.5641025641026,92.5641025641026,0,0,0,0,1.047,0.0654375,1
"218",2024-08-03,2024-08-03,"7_A","7","A","3","1",11,16,1.4985,0.136227272727273,0.55,0.38,3.13,28.5,5.58,28.6,3910,43,45,0,93,5,"Low","Low",10.997442455243,11.5089514066496,0,23.7851662404092,22.5063938618926,0,0,0,0,1.4985,0.136227272727273,2
"219",2024-08-17,2024-08-17,"7_A","7","A","3","1",8,11,2.2868,0.28585,4.78,4.4,3.01,26.2,6.32,32.8,3845,56,94,0,158,8,"High","Low",14.5643693107932,24.4473342002601,0,41.0923276983095,39.0117035110533,0,0,0,0,2.2868,0.28585,3
"220",2024-08-31,2024-08-31,"7_A","7","A","3","1",8,8,2.543,0.317875,1.74,2.39,3.09,27.8,6.33,41.1,3845,56,40,0,105,9,"Very High","Low",14.5643693107932,10.4031209362809,0,27.3081924577373,24.9674902470741,0,0,0,0,2.543,0.317875,4
"221",2024-09-14,2024-09-14,"7_A","7","A","3","1",8,8,3.4115,0.4264375,0.72,0.71,3.03,24,6.51,44.5,3940,52,32,2,87,1,"High","Low",13.1979695431472,8.12182741116751,0.50761421319797,22.0812182741117,21.8274111675127,0,0,0,0,3.4115,0.4264375,5
"222",2024-09-28,2024-09-28,"7_A","7","A","3","1",7,NA,3.3237,0.474814285714286,1.15,2.12,2.67,25.1,6.35,22.3,4090,31,28,1,66,6,"Med","Med",7.57946210268949,6.84596577017115,0.244498777506112,16.1369193154034,14.6699266503667,0.1992,1,0.1992,1,3.5229,0.4403625,6
"223",2024-10-12,2024-10-12,"7_A","7","A","3","1",6,NA,3.3886,0.564766666666667,2.78,2.04,3.08,17.5,6.72,48.6,3925,15,9,3,32,5,"Med","Low",3.82165605095541,2.29299363057325,0.764331210191083,8.15286624203822,6.87898089171975,0.2352,1,0.4344,2,3.823,0.546142857142857,7
"224",2024-10-26,2024-10-26,"7_A","7","A","3","1",5,NA,2.8072,0.56144,0.73,1.15,3.04,20.6,6.94,55.5,3750,12,20,14,48,2,"High","Low",3.2,5.33333333333333,3.73333333333333,12.8,12.2666666666667,0.2352,1,0.4344,2,3.2416,0.540266666666667,8
"225",2024-11-16,2024-11-16,"7_A","7","A","3","1",5,NA,2.6904,0.53808,0.68,0.59,3,15.3,6.76,48.3,4055,21,0,2,33,10,"Med","Low",5.17879161528977,0,0.493218249075216,8.13810110974106,5.67200986436498,0.2352,1,0.4344,2,3.1248,0.5208,9
"226",2024-07-23,2024-07-23,"7_B","7","B","3","0",35,40,1.4719,0.0420542857142857,0.1272,NA,2.88,28,6.27,2.2,3900,92,269,0,361,12,"Null","Null",23.5897435897436,68.974358974359,0,92.5641025641026,92.5641025641026,0,0,0,0,1.4719,0.0420542857142857,1
"227",2024-08-03,2024-08-03,"7_B","7","B","3","0",7,35,1.0186,0.145514285714286,0.44,0.38,3.13,28.5,5.58,28.6,3910,43,45,0,93,5,"Low","Low",10.997442455243,11.5089514066496,0,23.7851662404092,22.5063938618926,0,0,0,0,1.0186,0.145514285714286,2
"228",2024-08-17,2024-08-17,"7_B","7","B","3","0",7,7,2.8808,0.411542857142857,3.83,4.4,3.01,26.2,6.32,32.8,3845,56,94,0,158,8,"High","Low",14.5643693107932,24.4473342002601,0,41.0923276983095,39.0117035110533,0,0,0,0,2.8808,0.411542857142857,3
"229",2024-08-31,2024-08-31,"7_B","7","B","3","0",7,7,3.4404,0.491485714285714,2.41,2.39,3.09,27.8,6.33,41.1,3845,56,40,0,105,9,"Very High","Low",14.5643693107932,10.4031209362809,0,27.3081924577373,24.9674902470741,0,0,0,0,3.4404,0.491485714285714,4
"230",2024-09-14,2024-09-14,"7_B","7","B","3","0",7,7,3.6875,0.526785714285714,0.67,0.71,3.03,24,6.51,44.5,3940,52,32,2,87,1,"High","Low",13.1979695431472,8.12182741116751,0.50761421319797,22.0812182741117,21.8274111675127,0,0,0,0,3.6875,0.526785714285714,5
"231",2024-09-28,2024-09-28,"7_B","7","B","3","0",5,NA,2.6792,0.53584,1.15,2.12,2.67,25.1,6.35,22.3,4090,31,28,1,66,6,"Med","Med",7.57946210268949,6.84596577017115,0.244498777506112,16.1369193154034,14.6699266503667,0.5313,2,0.5313,2,3.2105,0.458642857142857,6
"232",2024-10-12,2024-10-12,"7_B","7","B","3","0",3,NA,2.1283,0.709433333333333,1.34,2.04,3.08,17.5,6.72,48.6,3925,15,9,3,32,5,"Med","Low",3.82165605095541,2.29299363057325,0.764331210191083,8.15286624203822,6.87898089171975,0.5404,2,1.0717,4,3.2,0.64,7
"233",2024-10-26,2024-10-26,"7_B","7","B","3","0",2,NA,1.3422,0.6711,1.16,1.15,3.04,20.6,6.94,55.5,3750,12,20,14,48,2,"High","Low",3.2,5.33333333333333,3.73333333333333,12.8,12.2666666666667,0.5404,2,1.0717,4,2.4139,0.603475,8
"234",2024-11-16,2024-11-16,"7_B","7","B","3","0",1,NA,0.7208,0.7208,0.65,0.59,3,15.3,6.76,48.3,4055,21,0,2,33,10,"Med","Low",5.17879161528977,0,0.493218249075216,8.13810110974106,5.67200986436498,0.2268,1,1.2985,5,2.0193,1.00965,9
"235",2024-07-23,2024-07-23,"7_C","7","C","3","0",2,2,0.5351,0.26755,0.08784,NA,2.88,28,6.27,2.2,3900,92,269,0,361,12,"Null","Null",23.5897435897436,68.974358974359,0,92.5641025641026,92.5641025641026,0,0,0,0,0.5351,0.26755,1
"236",2024-08-03,2024-08-03,"7_C","7","C","3","0",2,2,1.1001,0.55005,0.6,0.38,3.13,28.5,5.58,28.6,3910,43,45,0,93,5,"Low","Low",10.997442455243,11.5089514066496,0,23.7851662404092,22.5063938618926,0,0,0,0,1.1001,0.55005,2
"237",2024-08-17,2024-08-17,"7_C","7","C","3","0",2,2,1.7956,0.8978,3.9,4.4,3.01,26.2,6.32,32.8,3845,56,94,0,158,8,"High","Low",14.5643693107932,24.4473342002601,0,41.0923276983095,39.0117035110533,0,0,0,0,1.7956,0.8978,3
"238",2024-08-31,2024-08-31,"7_C","7","C","3","0",0,NA,0,0,4.29,2.39,3.09,27.8,6.33,41.1,3845,56,40,0,105,9,"Very High","Low",14.5643693107932,10.4031209362809,0,27.3081924577373,24.9674902470741,0.4687,1,0.8616,2,0.8616,0.8616,4
"239",2024-09-14,2024-09-14,"7_C","7","C","3","0",0,NA,0,0,1.57,0.71,3.03,24,6.51,44.5,3940,52,32,2,87,1,"High","Low",13.1979695431472,8.12182741116751,0.50761421319797,22.0812182741117,21.8274111675127,0.4687,1,0.8616,2,0.8616,0.8616,5
"240",2024-09-28,2024-09-28,"7_C","7","C","3","0",0,NA,0,0,2.08,2.12,2.67,25.1,6.35,22.3,4090,31,28,1,66,6,"Med","Med",7.57946210268949,6.84596577017115,0.244498777506112,16.1369193154034,14.6699266503667,0.4687,1,0.8616,2,0.8616,0.8616,6
"241",2024-10-12,2024-10-12,"7_C","7","C","3","0",0,NA,0,0,3.05,2.04,3.08,17.5,6.72,48.6,3925,15,9,3,32,5,"Med","Low",3.82165605095541,2.29299363057325,0.764331210191083,8.15286624203822,6.87898089171975,0.4687,1,0.8616,2,0.8616,0.8616,7
"242",2024-10-26,2024-10-26,"7_C","7","C","3","0",0,NA,0,0,3.43,1.15,3.04,20.6,6.94,55.5,3750,12,20,14,48,2,"High","Low",3.2,5.33333333333333,3.73333333333333,12.8,12.2666666666667,0.4687,1,0.8616,2,0.8616,0.8616,8
"243",2024-11-16,2024-11-16,"7_C","7","C","3","0",0,NA,0,0,1.59,0.59,3,15.3,6.76,48.3,4055,21,0,2,33,10,"Med","Low",5.17879161528977,0,0.493218249075216,8.13810110974106,5.67200986436498,0.4687,1,0.8616,2,0.8616,0.8616,9
"244",2024-07-23,2024-07-23,"7_D","7","D","3","1",9,55,0.8265,0.0918333333333333,0.13152,NA,2.88,28,6.27,2.2,3900,92,269,0,361,12,"Null","Null",23.5897435897436,68.974358974359,0,92.5641025641026,92.5641025641026,0,0,0,0,0.8265,0.0918333333333333,1
"245",2024-08-03,2024-08-03,"7_D","7","D","3","1",6,9,1.2905,0.215083333333333,0.32,0.38,3.13,28.5,5.58,28.6,3910,43,45,0,93,5,"Low","Low",10.997442455243,11.5089514066496,0,23.7851662404092,22.5063938618926,0,0,0,0,1.2905,0.215083333333333,2
"246",2024-08-17,2024-08-17,"7_D","7","D","3","1",5,6,2.2236,0.44472,3.79,4.4,3.01,26.2,6.32,32.8,3845,56,94,0,158,8,"High","Low",14.5643693107932,24.4473342002601,0,41.0923276983095,39.0117035110533,0,0,0,0,2.2236,0.44472,3
"247",2024-08-31,2024-08-31,"7_D","7","D","3","1",5,5,2.5538,0.51076,1.79,2.39,3.09,27.8,6.33,41.1,3845,56,40,0,105,9,"Very High","Low",14.5643693107932,10.4031209362809,0,27.3081924577373,24.9674902470741,0,0,0,0,2.5538,0.51076,4
"248",2024-09-14,2024-09-14,"7_D","7","D","3","1",5,5,2.7673,0.55346,0.54,0.71,3.03,24,6.51,44.5,3940,52,32,2,87,1,"High","Low",13.1979695431472,8.12182741116751,0.50761421319797,22.0812182741117,21.8274111675127,0,0,0,0,2.7673,0.55346,5
"249",2024-09-28,2024-09-28,"7_D","7","D","3","1",2,NA,1.2722,0.6361,1.17,2.12,2.67,25.1,6.35,22.3,4090,31,28,1,66,6,"Med","Med",7.57946210268949,6.84596577017115,0.244498777506112,16.1369193154034,14.6699266503667,0.6005,3,0.6005,3,1.8727,0.37454,6
"250",2024-10-12,2024-10-12,"7_D","7","D","3","1",0,NA,0,0,3.78,2.04,3.08,17.5,6.72,48.6,3925,15,9,3,32,5,"Med","Low",3.82165605095541,2.29299363057325,0.764331210191083,8.15286624203822,6.87898089171975,0.5297,2,1.1302,5,1.1302,0.5651,7
"251",2024-10-26,2024-10-26,"7_D","7","D","3","1",0,NA,0,0,2.29,1.15,3.04,20.6,6.94,55.5,3750,12,20,14,48,2,"High","Low",3.2,5.33333333333333,3.73333333333333,12.8,12.2666666666667,0.5297,2,1.1302,5,1.1302,0.5651,8
"252",2024-11-16,2024-11-16,"7_D","7","D","3","1",0,NA,0,0,2.76,0.59,3,15.3,6.76,48.3,4055,21,0,2,33,10,"Med","Low",5.17879161528977,0,0.493218249075216,8.13810110974106,5.67200986436498,0.5297,2,1.1302,5,1.1302,0.5651,9
"253",2024-07-23,2024-07-23,"8_A","8","A","0.4","0",29,36,1.0473,0.0361137931034483,1.30704,NA,0.39,28,6.14,26,3860,59,71,0,135,12,"Null","Null",15.2849740932642,18.3937823834197,0,34.9740932642487,33.6787564766839,0,0,0,0,1.0473,0.0361137931034483,1
"254",2024-08-03,2024-08-03,"8_A","8","A","0.4","0",13,29,1.398,0.107538461538462,1.95,3.97,0.55,28.8,5.76,37.5,3900,30,166,0,209,13,"High","Med",7.69230769230769,42.5641025641026,0,53.5897435897436,50.2564102564103,0,0,0,0,1.398,0.107538461538462,2
"255",2024-08-17,2024-08-17,"8_A","8","A","0.4","0",10,13,2.2713,0.22713,1.74,1.65,0.38,27.1,5.95,42.6,3920,12,16,0,50,22,"High","Low",3.06122448979592,4.08163265306122,0,12.7551020408163,7.14285714285714,0,0,0,0,2.2713,0.22713,3
"256",2024-08-31,2024-08-31,"8_A","8","A","0.4","0",10,10,2.3201,0.23201,1.06,1.22,0.39,28.4,6.09,11.1,3820,6,14,1,32,11,"Med","None",1.57068062827225,3.66492146596859,0.261780104712042,8.37696335078534,5.49738219895288,0,0,0,0,2.3201,0.23201,4
"257",2024-09-14,2024-09-14,"8_A","8","A","0.4","0",9,10,2.0071,0.223011111111111,2.48,4.71,0.39,24.1,6.33,5.06,3840,10,64,143,268,51,"Very High","High",2.60416666666667,16.6666666666667,37.2395833333333,69.7916666666667,56.5104166666667,0,0,0,0,2.0071,0.223011111111111,5
"258",2024-09-28,2024-09-28,"8_A","8","A","0.4","0",8,NA,1.9359,0.2419875,2.91,4.57,0.38,24.5,6.35,45.1,4215,6,114,44,172,8,"Very High","High",1.42348754448399,27.0462633451957,10.4389086595492,40.8066429418743,38.9086595492289,0,0,0,0,1.9359,0.2419875,6
"259",2024-10-12,2024-10-12,"8_A","8","A","0.4","0",6,NA,1.4123,0.235383333333333,2.75,3.51,0.4,17.6,6.67,59.6,3870,1,46,13,90,30,"Low","Low",0.258397932816537,11.8863049095607,3.35917312661499,23.2558139534884,15.5038759689922,0,0,0,0,1.4123,0.235383333333333,7
"260",2024-10-26,2024-10-26,"8_A","8","A","0.4","0",4,NA,0.9859,0.246475,3.73,5.32,0.42,20.5,6.85,59.9,3745,0,110,30,261,121,"High","Low",0,29.3724966622163,8.01068090787717,69.6929238985314,37.3831775700935,0,0,0,0,0.9859,0.246475,8
"261",2024-11-16,2024-11-16,"8_A","8","A","0.4","0",2,NA,0.7787,0.38935,1.44,5.24,0.42,15.9,7.2,71.8,3905,4,34,7,125,80,"Med","Low",1.02432778489117,8.7067861715749,1.79257362355954,32.0102432778489,11.5236875800256,0,0,0,0,0.7787,0.38935,9
"262",2024-07-23,2024-07-23,"8_B","8","B","0.4","1",27,47,1.0905,0.0403888888888889,1.30416,NA,0.39,28,6.14,26,3860,59,71,0,135,12,"Null","Null",15.2849740932642,18.3937823834197,0,34.9740932642487,33.6787564766839,0,0,0,0,1.0905,0.0403888888888889,1
"263",2024-08-03,2024-08-03,"8_B","8","B","0.4","1",0,27,1.7416,0,2.08,3.97,0.55,28.8,5.76,37.5,3900,30,166,0,209,13,"High","Med",7.69230769230769,42.5641025641026,0,53.5897435897436,50.2564102564103,0,0,0,0,1.7416,0,2
"264",2024-08-17,2024-08-17,"8_B","8","B","0.4","1",13,NA,2.5869,0.198992307692308,1.27,1.65,0.38,27.1,5.95,42.6,3920,12,16,0,50,22,"High","Low",3.06122448979592,4.08163265306122,0,12.7551020408163,7.14285714285714,0,0,0,0,2.5869,0.198992307692308,3
"265",2024-08-31,2024-08-31,"8_B","8","B","0.4","1",11,13,2.4234,0.220309090909091,0.6,1.22,0.39,28.4,6.09,11.1,3820,6,14,1,32,11,"Med","None",1.57068062827225,3.66492146596859,0.261780104712042,8.37696335078534,5.49738219895288,0,0,0,0,2.4234,0.220309090909091,4
"266",2024-09-14,2024-09-14,"8_B","8","B","0.4","1",9,11,2.0767,0.230744444444444,2.93,4.71,0.39,24.1,6.33,5.06,3840,10,64,143,268,51,"Very High","High",2.60416666666667,16.6666666666667,37.2395833333333,69.7916666666667,56.5104166666667,0,0,0,0,2.0767,0.230744444444444,5
"267",2024-09-28,2024-09-28,"8_B","8","B","0.4","1",7,NA,1.6462,0.235171428571429,2.39,4.57,0.38,24.5,6.35,45.1,4215,6,114,44,172,8,"Very High","High",1.42348754448399,27.0462633451957,10.4389086595492,40.8066429418743,38.9086595492289,0,0,0,0,1.6462,0.235171428571429,6
"268",2024-10-12,2024-10-12,"8_B","8","B","0.4","1",7,NA,1.5124,0.216057142857143,2.3,3.51,0.4,17.6,6.67,59.6,3870,1,46,13,90,30,"Low","Low",0.258397932816537,11.8863049095607,3.35917312661499,23.2558139534884,15.5038759689922,0,0,0,0,1.5124,0.216057142857143,7
"269",2024-10-26,2024-10-26,"8_B","8","B","0.4","1",4,NA,0.8736,0.2184,2.04,5.32,0.42,20.5,6.85,59.9,3745,0,110,30,261,121,"High","Low",0,29.3724966622163,8.01068090787717,69.6929238985314,37.3831775700935,0,0,0,0,0.8736,0.2184,8
"270",2024-11-16,2024-11-16,"8_B","8","B","0.4","1",2,NA,0.6461,0.32305,1.45,5.24,0.42,15.9,7.2,71.8,3905,4,34,7,125,80,"Med","Low",1.02432778489117,8.7067861715749,1.79257362355954,32.0102432778489,11.5236875800256,0,0,0,0,0.6461,0.32305,9
"271",2024-07-23,2024-07-23,"8_C","8","C","0.4","1",27,57,1.2817,0.0474703703703704,1.40544,NA,0.39,28,6.14,26,3860,59,71,0,135,12,"Null","Null",15.2849740932642,18.3937823834197,0,34.9740932642487,33.6787564766839,0,0,0,0,1.2817,0.0474703703703704,1
"272",2024-08-03,2024-08-03,"8_C","8","C","0.4","1",4,27,0.4514,0.11285,2.91,3.97,0.55,28.8,5.76,37.5,3900,30,166,0,209,13,"High","Med",7.69230769230769,42.5641025641026,0,53.5897435897436,50.2564102564103,0,0,0,0,0.4514,0.11285,2
"273",2024-08-17,2024-08-17,"8_C","8","C","0.4","1",3,4,1.1271,0.3757,1.29,1.65,0.38,27.1,5.95,42.6,3920,12,16,0,50,22,"High","Low",3.06122448979592,4.08163265306122,0,12.7551020408163,7.14285714285714,0,0,0,0,1.1271,0.3757,3
"274",2024-08-31,2024-08-31,"8_C","8","C","0.4","1",3,3,1.3567,0.452233333333333,1.12,1.22,0.39,28.4,6.09,11.1,3820,6,14,1,32,11,"Med","None",1.57068062827225,3.66492146596859,0.261780104712042,8.37696335078534,5.49738219895288,0.2791,1,0.2791,1,1.6358,0.40895,4
"275",2024-09-14,2024-09-14,"8_C","8","C","0.4","1",3,3,1.3107,0.4369,4.28,4.71,0.39,24.1,6.33,5.06,3840,10,64,143,268,51,"Very High","High",2.60416666666667,16.6666666666667,37.2395833333333,69.7916666666667,56.5104166666667,0.2791,1,0.2791,1,1.5898,0.39745,5
"276",2024-09-28,2024-09-28,"8_C","8","C","0.4","1",3,NA,1.1986,0.399533333333333,2.84,4.57,0.38,24.5,6.35,45.1,4215,6,114,44,172,8,"Very High","High",1.42348754448399,27.0462633451957,10.4389086595492,40.8066429418743,38.9086595492289,0.2791,1,0.2791,1,1.4777,0.369425,6
"277",2024-10-12,2024-10-12,"8_C","8","C","0.4","1",2,NA,0.9126,0.4563,3.2,3.51,0.4,17.6,6.67,59.6,3870,1,46,13,90,30,"Low","Low",0.258397932816537,11.8863049095607,3.35917312661499,23.2558139534884,15.5038759689922,0.2791,1,0.2791,1,1.1917,0.397233333333333,7
"278",2024-10-26,2024-10-26,"8_C","8","C","0.4","1",1,NA,0.4544,0.4544,3.67,5.32,0.42,20.5,6.85,59.9,3745,0,110,30,261,121,"High","Low",0,29.3724966622163,8.01068090787717,69.6929238985314,37.3831775700935,0.2791,1,0.2791,1,0.7335,0.36675,8
"279",2024-11-16,2024-11-16,"8_C","8","C","0.4","1",1,NA,0.3604,0.3604,3.69,5.24,0.42,15.9,7.2,71.8,3905,4,34,7,125,80,"Med","Low",1.02432778489117,8.7067861715749,1.79257362355954,32.0102432778489,11.5236875800256,0.2791,1,0.2791,1,0.6395,0.31975,9
"280",2024-07-23,2024-07-23,"8_D","8","D","0.4","0",2,2,0.1761,0.08805,2.12208,NA,0.39,28,6.14,26,3860,59,71,0,135,12,"Null","Null",15.2849740932642,18.3937823834197,0,34.9740932642487,33.6787564766839,0,0,0,0,0.1761,0.08805,1
"281",2024-08-03,2024-08-03,"8_D","8","D","0.4","0",1,2,0.1275,0.1275,2.13,3.97,0.55,28.8,5.76,37.5,3900,30,166,0,209,13,"High","Med",7.69230769230769,42.5641025641026,0,53.5897435897436,50.2564102564103,0,0,0,0,0.1275,0.1275,2
